PARAMETERNAMN,UNIK_PARAMETERKOD,PROV_KOD_ORIGINAL,RAPPORT_KOD_LABB,LABB,UTFOR_LABB,ORGAN,MATVARDETEXT,MATVARDETAL,MATVARDETAL_ANM,ENHET,MATV_STD,RAPPORTERINGSGRANS_LOQ,DETEKTIONSGRANS_LOD,MATOSAKERHET,MATOSAKERHET_ENHET,MATOSAKERHET_TYP,MATVARDESPAR,DATUM_REG,PROV_LAGR,PROV_BERED,PROVKARL,ANALYS_DAT,ANALYS_MET,ACKREDITERAD_MET,ANALYS_INSTR,KOMMENTAR_MATVARDE
"1,2,3,4,7,8,9-Heptaklordibensofuran (1,2,3,4,7,8,9-HpCDF)",CH07/27,C1979/08480-08488,C1979/08480-08488 002s081,UMU,,MUSKEL,,25.6,<,pg.g-1.lv-1,q,25.6,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8-Heptaklordibenso-p-dioxin (1,2,3,4,6,7,8-HpCDD)",CH07/23,C1979/08480-08488,C1979/08480-08488 002s081,UMU,,MUSKEL,,25.6,<,pg.g-1.lv-1,q,25.6,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibensofuran (1,2,3,4,6,7,8,9-OCDF)",CH07/16,C1979/08480-08488,C1979/08480-08488 002s081,UMU,,MUSKEL,,64.1,<,pg.g-1.lv-1,q,64.1,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibenso-p-dioxin (1,2,3,4,6,7,8,9-OCDD)",CH07/17,C1979/08480-08488,C1979/08480-08488 002s081,UMU,,MUSKEL,,64.1,<,pg.g-1.lv-1,q,64.1,,,,,Ja,,FRYST,,,,,,,
"3,3',4,4'-Tetraklorbifenyl (PCB77)",CH07/260,C1979/08480-08488,C1979/08480-08488 002s081,UMU,,MUSKEL,,180.8,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"3,3',4,4',5-Pentaklorbifenyl (PCB126)",CH07/258,C1979/08480-08488,C1979/08480-08488 002s081,UMU,,MUSKEL,,206.4,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"3,3',4,4',5,5'-Hexaklorbifenyl (PCB169)",CH07/256,C1979/08480-08488,C1979/08480-08488 002s081,UMU,,MUSKEL,,98.7,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,3',4,4'-Pentaklorobifenyl (PCB105)",CH07/175,C1979/08480-08488,C1979/08480-08488 002s081,UMU,,MUSKEL,,7179,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3',4,4',5-Pentaklorbifenyl (PCB118)",CH07/185,C1979/08480-08488,C1979/08480-08488 002s081,UMU,,MUSKEL,,35000,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,2',4,4',5,6'-Hexabromdifenyleter (PBDE154)",CH07/139,C79/,C79/ POOL 810469-478,NSL,,MUSKEL,,1.8,"",ng.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,2',4,4',5,5'-Hexabromdifenyleter (PBDE153)",CH07/137,C79/,C79/ POOL 810469-478,NSL,,MUSKEL,,1.54,"",ng.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1979/08480,C1979/08480 NA,NRM,,HELKROPP,,2150,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1979/08480,C1979/08480 NA,NRM,,HELKROPP,,67,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1979/08480,C1979/08480 NA,NRM,,HELKROPP,,7,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1979/08480,C1979/08480 2483-M036,ITMLAM,,MUSKEL,,20.8,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1979/08480,C1979/08480 2483-M036,ITMM,,MUSKEL,,272,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1979/08480,C1979/08480 810479,NSL,,MUSKEL,,0.63,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1979/08480,C1979/08480 2483-L036,ITMLAM,,LEVER,,28.4,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Krom,CH01/81,C1979/08480,C1979/08480 2483-L036,ITMM,,LEVER,,0.1,<,ug.g-1.tv-1,q,0.1,,,,,Ja,,FRYST,,,,,,,
Nickel,CH01/123,C1979/08480,C1979/08480 2483-L036,ITMM,,LEVER,,0.05,<,ug.g-1.tv-1,q,0.05,,,,,Ja,,FRYST,,,,,,,
Koppar,CH01/77,C1979/08480,C1979/08480 2483-L036,ITMM,,LEVER,,9.15,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Zink,CH01/165,C1979/08480,C1979/08480 2483-L036,ITMM,,LEVER,,104,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Kadmium,CH01/55,C1979/08480,C1979/08480 2483-L036,ITMM,,LEVER,,0.128,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Bly,CH01/21,C1979/08480,C1979/08480 2483-L036,ITMM,,LEVER,,0.04,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1979/08481,C1979/08481 NA,NRM,,HELKROPP,,2170,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1979/08481,C1979/08481 NA,NRM,,HELKROPP,,68,"",cm,"",,,,,,"",,FRYST,,,,,,,
Ålder,CH12/239,C1979/08481,C1979/08481 NA,NRM,,HELKROPP,,7,"",ar,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1979/08481,C1979/08481 2483-M037,ITMLAM,,MUSKEL,,22.4,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Kvicksilver,CH01/86,C1979/08481,C1979/08481 2483-M037,ITMM,,MUSKEL,,423,"",ng.g-1.vv-1,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1979/08481,C1979/08481 810480,NSL,,MUSKEL,,0.63,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"Torrvikt, %",CH12/224,C1979/08481,C1979/08481 2483-L037,ITMLAM,,LEVER,,32.6,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Krom,CH01/81,C1979/08481,C1979/08481 2483-L037,ITMM,,LEVER,,0.1,<,ug.g-1.tv-1,q,0.1,,,,,Ja,,FRYST,,,,,,,
Nickel,CH01/123,C1979/08481,C1979/08481 2483-L037,ITMM,,LEVER,,0.05,<,ug.g-1.tv-1,q,0.05,,,,,Ja,,FRYST,,,,,,,
Koppar,CH01/77,C1979/08481,C1979/08481 2483-L037,ITMM,,LEVER,,5.2,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Zink,CH01/165,C1979/08481,C1979/08481 2483-L037,ITMM,,LEVER,,59,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Kadmium,CH01/55,C1979/08481,C1979/08481 2483-L037,ITMM,,LEVER,,0.047,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Bly,CH01/21,C1979/08481,C1979/08481 2483-L037,ITMM,,LEVER,,0.05,"",ug.g-1.tv-1,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04724,C1980/04724 NA,NRM,,HELKROPP,,930,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04724,C1980/04724 NA,NRM,,HELKROPP,,52,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/04724,C1980/04724 810297,NSL,,MUSKEL,,0.47,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04725,C1980/04725 NA,NRM,,HELKROPP,,810,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04725,C1980/04725 NA,NRM,,HELKROPP,,51,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/04725,C1980/04725 810298,NSL,,MUSKEL,,0.46,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04613,C1980/04613 NA,NRM,,HELKROPP,,31.1,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04613,C1980/04613 NA,NRM,,HELKROPP,,14,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04614,C1980/04614 NA,NRM,,HELKROPP,,33.6,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04614,C1980/04614 NA,NRM,,HELKROPP,,15.4,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04615,C1980/04615 NA,NRM,,HELKROPP,,35.2,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04615,C1980/04615 NA,NRM,,HELKROPP,,14.9,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04616,C1980/04616 NA,NRM,,HELKROPP,,40.5,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04616,C1980/04616 NA,NRM,,HELKROPP,,16.2,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04617,C1980/04617 NA,NRM,,HELKROPP,,33,"",g,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04618,C1980/04618 NA,NRM,,HELKROPP,,36.1,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04618,C1980/04618 NA,NRM,,HELKROPP,,14.7,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04619,C1980/04619 NA,NRM,,HELKROPP,,41.9,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04619,C1980/04619 NA,NRM,,HELKROPP,,16.6,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04620,C1980/04620 NA,NRM,,HELKROPP,,52.9,"",g,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04621,C1980/04621 NA,NRM,,HELKROPP,,27.2,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04621,C1980/04621 NA,NRM,,HELKROPP,,14,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04622,C1980/04622 NA,NRM,,HELKROPP,,36.6,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04622,C1980/04622 NA,NRM,,HELKROPP,,14.8,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04726,C1980/04726 NA,NRM,,HELKROPP,,21.6,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04726,C1980/04726 NA,NRM,,HELKROPP,,12,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04727,C1980/04727 NA,NRM,,HELKROPP,,22.4,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04727,C1980/04727 NA,NRM,,HELKROPP,,11.4,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04728,C1980/04728 NA,NRM,,HELKROPP,,21.2,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04728,C1980/04728 NA,NRM,,HELKROPP,,10.2,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04729,C1980/04729 NA,NRM,,HELKROPP,,20.2,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04729,C1980/04729 NA,NRM,,HELKROPP,,10.1,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04730,C1980/04730 NA,NRM,,HELKROPP,,25.3,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04730,C1980/04730 NA,NRM,,HELKROPP,,12.9,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03036,C1980/03036 NA,NRM,,HELKROPP,,270,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03036,C1980/03036 NA,NRM,,HELKROPP,,33.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03037,C1980/03037 NA,NRM,,HELKROPP,,220,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03037,C1980/03037 NA,NRM,,HELKROPP,,31,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03038,C1980/03038 NA,NRM,,HELKROPP,,190,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03038,C1980/03038 NA,NRM,,HELKROPP,,30.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03039,C1980/03039 NA,NRM,,HELKROPP,,250,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03039,C1980/03039 NA,NRM,,HELKROPP,,32,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03040,C1980/03040 NA,NRM,,HELKROPP,,130,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03040,C1980/03040 NA,NRM,,HELKROPP,,28,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03041,C1980/03041 NA,NRM,,HELKROPP,,430,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03041,C1980/03041 NA,NRM,,HELKROPP,,37.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03042,C1980/03042 NA,NRM,,HELKROPP,,170,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03042,C1980/03042 NA,NRM,,HELKROPP,,29,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03043,C1980/03043 NA,NRM,,HELKROPP,,580,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03043,C1980/03043 NA,NRM,,HELKROPP,,41.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03044,C1980/03044 NA,NRM,,HELKROPP,,35,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03045,C1980/03045 NA,NRM,,HELKROPP,,760,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03045,C1980/03045 NA,NRM,,HELKROPP,,47.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03046,C1980/03046 NA,NRM,,HELKROPP,,1730,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03046,C1980/03046 NA,NRM,,HELKROPP,,64.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03047,C1980/03047 NA,NRM,,HELKROPP,,6300,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03047,C1980/03047 NA,NRM,,HELKROPP,,97,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03048,C1980/03048 NA,NRM,,HELKROPP,,1560,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03048,C1980/03048 NA,NRM,,HELKROPP,,60,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03048,C1980/03048 810309,NSL,,MUSKEL,,0.53,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03049,C1980/03049 NA,NRM,,HELKROPP,,850,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03049,C1980/03049 NA,NRM,,HELKROPP,,49,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03049,C1980/03049 810310,NSL,,MUSKEL,,0.77,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03050,C1980/03050 NA,NRM,,HELKROPP,,830,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03050,C1980/03050 NA,NRM,,HELKROPP,,49,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03050,C1980/03050 810311,NSL,,MUSKEL,,1.03,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03051,C1980/03051 NA,NRM,,HELKROPP,,1250,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03051,C1980/03051 NA,NRM,,HELKROPP,,56,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03051,C1980/03051 810312,NSL,,MUSKEL,,0.72,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03052,C1980/03052 NA,NRM,,HELKROPP,,1750,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03052,C1980/03052 NA,NRM,,HELKROPP,,66,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03052,C1980/03052 810313,NSL,,MUSKEL,,0.57,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03053,C1980/03053 NA,NRM,,HELKROPP,,1970,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03053,C1980/03053 NA,NRM,,HELKROPP,,65,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03053,C1980/03053 810314,NSL,,MUSKEL,,0.58,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03054,C1980/03054 NA,NRM,,HELKROPP,,1555,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03054,C1980/03054 NA,NRM,,HELKROPP,,60.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03054,C1980/03054 810315,NSL,,MUSKEL,,0.7,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03055,C1980/03055 NA,NRM,,HELKROPP,,3080,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03055,C1980/03055 NA,NRM,,HELKROPP,,78,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03055,C1980/03055 810316,NSL,,MUSKEL,,0.57,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03056,C1980/03056 NA,NRM,,HELKROPP,,2210,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03056,C1980/03056 NA,NRM,,HELKROPP,,70,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03056,C1980/03056 810317,NSL,,MUSKEL,,0.92,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03057,C1980/03057 NA,NRM,,HELKROPP,,1440,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03057,C1980/03057 NA,NRM,,HELKROPP,,60,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/03057,C1980/03057 810318,NSL,,MUSKEL,,0.57,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03058,C1980/03058 NA,NRM,,HELKROPP,,2500,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03058,C1980/03058 NA,NRM,,HELKROPP,,70,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/03059,C1980/03059 NA,NRM,,HELKROPP,,6300,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/03059,C1980/03059 NA,NRM,,HELKROPP,,97.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04731,C1980/04731 NA,NRM,,HELKROPP,,24.6,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04731,C1980/04731 NA,NRM,,HELKROPP,,12.4,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04732,C1980/04732 NA,NRM,,HELKROPP,,27.6,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04732,C1980/04732 NA,NRM,,HELKROPP,,13.2,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt (medelvärde),CH12/234,C1980/04716-04725,C1980/04716-04725 NA,NRM,,HELKROPP,,1188,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd (medelvärde),CH12/163,C1980/04716-04725,C1980/04716-04725 NA,NRM,,HELKROPP,,56.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,0.5,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
"2,3,7,8-Tetraklordibensofuran (2,3,7,8-TCDF)",CH07/214,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,154,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,7,8-Tetraklordibenso-p-dioxin (2,3,7,8-TCDD)",CH07/215,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,14,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"1,2,3,7,8-Pentaklordibensofuran (1,2,3,7,8-PeCDF)",CH07/60,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,24,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,4,7,8-Pentaklordibensofuran (2,3,4,7,8-PeCDF)",CH07/197,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,68,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"1,2,3,7,8-Pentaklordibenso-p-dioxin (1,2,3,7,8-PeCDD)",CH07/61,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,22,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"1,2,3,4,7,8-Hexaklordibensofuran (1,2,3,4,7,8-HxCDF)",CH07/32,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,10,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"1,2,3,6,7,8-Hexaklordibensofuran (1,2,3,6,7,8-HxCDF)",CH07/46,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,8,"",pg.g-1.lv-1,"",,,,,,"",,FRYST,,,,,,,
"2,3,4,6,7,8-Hexaklordibensofuran (2,3,4,6,7,8-HxCDF)",CH07/191,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,4,<,pg.g-1.lv-1,q,4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8,9-Hexaklordibensofuran (1,2,3,7,8,9-HxCDF)",CH07/52,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,4,<,pg.g-1.lv-1,q,4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8-Hexaklordibenso-p-dioxin (1,2,3,4,7,8-HxCDD)",CH07/33,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,24,<,pg.g-1.lv-1,q,24,,,,,Ja,,FRYST,,,,,,,
"1,2,3,6,7,8-Hexaklordibenso-p-dioxin (1,2,3,6,7,8-HxCDD)",CH07/47,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,18,<,pg.g-1.lv-1,q,18,,,,,Ja,,FRYST,,,,,,,
"1,2,3,7,8,9-Hexaklordibenso-p-dioxin (1,2,3,7,8,9-HxCDD)",CH07/53,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,22,<,pg.g-1.lv-1,q,22,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8-Heptaklordibensofuran (1,2,3,4,6,7,8-HpCDF)",CH07/22,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,4,<,pg.g-1.lv-1,q,4,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,7,8,9-Heptaklordibensofuran (1,2,3,4,7,8,9-HpCDF)",CH07/27,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,8,<,pg.g-1.lv-1,q,8,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8-Heptaklordibenso-p-dioxin (1,2,3,4,6,7,8-HpCDD)",CH07/23,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,12,<,pg.g-1.lv-1,q,12,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibensofuran (1,2,3,4,6,7,8,9-OCDF)",CH07/16,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,12,<,pg.g-1.lv-1,q,12,,,,,Ja,,FRYST,,,,,,,
"1,2,3,4,6,7,8,9-Oktaklordibenso-p-dioxin (1,2,3,4,6,7,8,9-OCDD)",CH07/17,C1980/04716-04725,C1980/04716-04725 002s061,UMU,,MUSKEL,,10,<,pg.g-1.lv-1,q,10,,,,,Ja,,FRYST,,,,,,,
Vikt,CH12/232,C1980/04733,C1980/04733 NA,NRM,,HELKROPP,,26.1,"",g,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04734,C1980/04734 NA,NRM,,HELKROPP,,22.1,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04734,C1980/04734 NA,NRM,,HELKROPP,,12.1,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04735,C1980/04735 NA,NRM,,HELKROPP,,19.2,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04735,C1980/04735 NA,NRM,,HELKROPP,,11.6,"",cm,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04716,C1980/04716 NA,NRM,,HELKROPP,,1620,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04716,C1980/04716 NA,NRM,,HELKROPP,,67,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/04716,C1980/04716 810289,NSL,,MUSKEL,,0.44,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04717,C1980/04717 NA,NRM,,HELKROPP,,1200,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04717,C1980/04717 NA,NRM,,HELKROPP,,59,"",cm,"",,,,,,"",,FRYST,,,,,,,
"Fettvikt, %",CH12/68,C1980/04717,C1980/04717 810290,NSL,,MUSKEL,,0.46,"",Procent_av_vv,"",,,,,,"",,FRYST,,,,,,,
Vikt,CH12/232,C1980/04718,C1980/04718 NA,NRM,,HELKROPP,,1120,"",g,"",,,,,,"",,FRYST,,,,,,,
Längd,CH12/161,C1980/04718,C1980/04718 NA,NRM,,HELKROPP,,54.5,"",cm,"",,,,,,"",,FRYST,,,,,,,
